HUC12,Name,Aquatic Species At Risk,Aquatic Animal Species At Risk,Aquatic Plant Species At Risk,Wetland Species At Risk,Wetland Animal Species At Risk,Wetland Plant Species At Risk,Terrestrial Species At Risk,Terrestrial Animal Species At Risk,Terrestrial Plant Species At Risk,Reptile Species At Risk,% Protected Rare Ecosystems,% Rare Ecosystem in WS,total_risk
180901030301,Talc City Hills,0,0,0,0,0,0,0,0,0,31,,0,0
180901030302,Black Rock Canyon,0,0,0,0,0,0,1,1,0,31,,0,1
180901030303,Centennial Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180901030304,180901030304,0,0,0,0,0,0,1,1,0,32,,0,1
180901030401,Burgess Well,0,0,0,0,0,0,1,0,1,31,,0,1
180901030402,Vermillion Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180901030403,Ash Creek,0,0,0,0,0,0,0,0,0,32,,0,0
180901030404,Upper Cottonwood Creek,0,0,0,1,1,0,3,1,2,7,,0,4
180901030405,Lower Cottonwood Creek,0,0,0,1,1,0,2,1,1,32,,0,3
180901030406,Lubken Creek,1,1,0,1,1,0,1,1,0,32,,0,3
180901030407,Carroll Creek-Owens Lake,4,3,1,5,4,1,8,4,4,32,,0,17
180901030501,Cactus Flat,0,0,0,0,0,0,0,0,0,32,,0,0
180901030502,North Haiwee Reservoir,1,1,0,0,0,0,0,0,0,32,,0,1
180901030503,South Haiwee Reservoir,0,0,0,1,1,0,2,2,0,32,,0,3
180902010101,Upper Wyman Creek,1,0,1,1,0,1,6,0,6,19,,0,8
180902010102,Lower Wyman Creek,0,0,0,0,0,0,0,0,0,25,,0,0
180902010103,Birch Creek,0,0,0,0,0,0,1,0,1,25,,0,1
180902010104,Payson Canyon,2,2,0,1,1,0,1,0,1,25,,0,4
180902010105,Bog Mound Springs-Deep Springs Lake,2,2,0,1,1,0,0,0,0,25,,0,3
180902010201,Upper Marble Canyon,0,0,0,0,0,0,4,0,4,17,,0,4
180902010202,Middle Marble Canyon,0,0,0,0,0,0,0,0,0,28,,0,0
180902010203,Lower Marble Canyon,0,0,0,0,0,0,2,0,2,28,,0,2
180902010301,Tule Spring,0,0,0,0,0,0,0,0,0,27,,0,0
180902010302,Joshua Flats,0,0,0,0,0,0,2,1,1,27,,0,2
180902010303,Soldier Pass Canyon,0,0,0,0,0,0,1,1,0,27,,0,1
180902010304,Willow Creek,0,0,0,0,0,0,1,1,0,27,,0,1
180902010305,180902010305,0,0,0,0,0,0,1,1,0,28,,0,1
180902010401,180902010401,0,0,0,0,0,0,0,0,0,28,,0,0
180902010402,180902010402,0,0,0,0,0,0,1,0,1,27,,0,1
180902010403,180902010403,0,0,0,0,0,0,3,1,2,27,,0,3
180902010404,Hanging Rock Canyon,0,0,0,0,0,0,2,1,1,28,,0,2
180902010405,Dedeckera Canyon,0,0,0,0,0,0,6,1,5,31,,0,6
180902010406,Marble Bath,0,0,0,0,0,0,3,1,2,30,,0,3
180902010407,180902010407,0,0,0,0,0,0,2,1,1,30,,0,2
180902010408,180902010408,0,0,0,0,0,0,3,1,2,29,,0,3
180902010501,Hidden Valley,0,0,0,0,0,0,0,0,0,30,,0,0
180902010502,Perdido Canyon,0,0,0,0,0,0,1,0,1,30,,0,1
180902010503,The Racetrack,0,0,0,0,0,0,0,0,0,30,,0,0
180902010601,Headwaters Waucoba Wash,0,0,0,0,0,0,2,0,2,29,,0,2
180902010602,Upper Waucoba Wash,0,0,0,0,0,0,0,0,0,29,,0,0
180902010603,Middle Waucoba Wash,0,0,0,0,0,0,1,0,1,30,,0,1
180902010604,Lower Waucoba Wash,0,0,0,0,0,0,1,0,1,30,,0,1
180902010701,180902010701,0,0,0,0,0,0,0,0,0,29,,0,0
180902010702,180902010702,0,0,0,0,0,0,1,0,1,30,,0,1
180902010703,Lower Warm Springs,0,0,0,0,0,0,0,0,0,30,,0,0
180902010704,Palm Spring-Frontal Salt Lake,0,0,0,0,0,0,0,0,0,30,,0,0
180902010801,Grapevine Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902010802,180902010802,0,0,0,0,0,0,0,0,0,30,,0,0
180902010803,180902010803,0,0,0,0,0,0,0,0,0,30,,0,0
180902010804,180902010804,0,0,0,0,0,0,0,0,0,30,,0,0
180902010805,180902010805,0,0,0,0,0,0,0,0,0,30,,0,0
180902010901,Willow Creek,0,0,0,0,0,0,1,0,1,30,,0,1
180902010902,Hunter Canyon,0,0,0,0,0,0,1,0,1,30,,0,1
180902010903,Badwater Springs,1,1,0,1,1,0,2,1,1,30,,0,4
180902010904,San Lucas Canyon,0,0,0,0,0,0,3,0,3,30,,0,3
180902010905,Daisy Canyon-Salt Lake,0,0,0,0,0,0,1,0,1,30,,0,1
180902020101,East Fork Thirsty Canyon,0,0,0,0,0,0,0,0,0,29,,0,0
180902020102,West Fork Thirsty Canyon,0,0,0,0,0,0,1,0,1,29,,0,1
180902020103,Upper Thirsty Canyon,0,0,0,0,0,0,3,0,3,29,,0,3
180902020104,Rocket Wash,0,0,0,0,0,0,0,0,0,29,,0,0
180902020105,Thirsty Mountain,0,0,0,0,0,0,0,0,0,29,,0,0
180902020106,Lower Thirsty Canyon,0,0,0,0,0,0,0,0,0,29,,0,0
180902020201,Upper Beatty Wash,0,0,0,0,0,0,1,0,1,29,,0,1
180902020202,Lower Beatty Wash,0,0,0,0,0,0,1,0,1,29,,0,1
180902020301,Box Canyon,0,0,0,0,0,0,3,1,2,30,,0,3
180902020302,McDonald Spring,0,0,0,0,0,0,0,0,0,30,,0,0
180902020303,Daylight Spring,0,0,0,0,0,0,1,0,1,29,,0,1
180902020401,Oasis Mountain-Amargosa River,1,1,0,3,3,0,1,1,0,30,,0,5
180902020402,Oasis Valley-Amargosa River,1,1,0,1,1,0,0,0,0,29,,0,2
180902020403,Town of Beatty-Amargosa River,1,1,0,2,2,0,3,1,2,30,,0,6
180902020501,Tates Wash,0,0,0,0,0,0,1,1,0,29,,0,1
180902020502,Red Cone,0,0,0,0,0,0,1,1,0,29,,0,1
180902020503,Windy Wash,0,0,0,0,0,0,1,1,0,29,,0,1
180902020504,Solitario Canyon,0,0,0,0,0,0,1,1,0,31,,0,1
180902020601,Lathrop Wells Cone,0,0,0,0,0,0,2,2,0,30,,0,2
180902020602,Carrara Canyon,0,0,0,0,0,0,5,5,0,30,,0,5
180902020603,Town of Leeland,0,0,0,0,0,0,0,0,0,31,,0,0
180902020701,180902020701,0,0,0,0,0,0,1,1,0,29,,0,1
180902020702,180902020702,0,0,0,0,0,0,1,1,0,29,,0,1
180902020703,Sand Hill Peak,0,0,0,0,0,0,2,1,1,30,,0,2
180902020704,Lees Camp,0,0,0,0,0,0,0,0,0,30,,0,0
180902020705,180902020705-Amargosa River,0,0,0,0,0,0,2,1,1,30,,0,2
180902020801,180902020801,0,0,0,0,0,0,1,0,1,22,,0,1
180902020802,Blacktop Buttes,0,0,0,0,0,0,0,0,0,23,,0,0
180902020803,Brushy Canyon,0,0,0,0,0,0,0,0,0,29,,0,0
180902020804,Buckboard Mesa,0,0,0,0,0,0,0,0,0,29,,0,0
180902020805,Stockade Wash,0,0,0,0,0,0,1,0,1,29,,0,1
180902020806,Horse Wash,0,0,0,0,0,0,0,0,0,29,,0,0
180902020901,Piapi Canyon,0,0,0,0,0,0,1,0,1,29,,0,1
180902020902,Chukar Canyon,0,0,0,0,0,0,1,0,1,29,,0,1
180902020903,Yucca Wash,0,0,0,0,0,0,1,0,1,31,,0,1
180902020904,Delirium Canyon,0,0,0,0,0,0,0,0,0,31,,0,0
180902021001,Wahmonie Flat,0,0,0,0,0,0,1,1,0,29,,0,1
180902021002,Jackass Divide,0,0,0,0,0,0,2,1,1,31,,0,2
180902021101,Upper Topopah Wash,0,0,0,0,0,0,2,1,1,31,,0,2
180902021102,Jackass Flats,0,0,0,0,0,0,1,1,0,31,,0,1
180902021103,Lower Topopah Wash,0,0,0,0,0,0,1,1,0,31,,0,1
180902021201,Fortymile Wash,0,0,0,0,0,0,1,1,0,31,,0,1
180902021202,Ash Tree Spring,1,1,0,0,0,0,0,0,0,31,,0,1
180902021203,Franklin Well-Amargosa River,0,0,0,0,0,0,0,0,0,30,,0,0
180902021301,Red Mountain,0,0,0,0,0,0,1,1,0,29,,0,1
180902021302,Town of Mercury,0,0,0,0,0,0,1,1,0,29,100,0.5417085465,1
180902021303,Strawberry Valley,0,0,0,0,0,0,1,1,0,29,,0,1
180902021304,Diebert Spring,0,0,0,0,0,0,1,1,0,29,100,0.1117206676,1
180902021401,Town of Amargosa,0,0,0,0,0,0,1,0,1,29,,0,1
180902021402,Mount Schader,0,0,0,0,0,0,1,1,0,29,,0,1
180902021403,Grapevine Springs,1,1,0,0,0,0,2,1,1,33,100,0.1916246878,3
180902021404,Lake Number One,0,0,0,0,0,0,2,1,1,30,,0,2
180902021501,Upper Rock Valley Wash,0,0,0,0,0,0,1,1,0,31,,0,1
180902021502,Lower Rock Valley Wash,0,0,0,0,0,0,2,1,1,30,,0,2
180902021503,Sand Hill Peak,0,0,0,0,0,0,1,1,0,31,,0,1
180902021504,Ash Meadows,14,11,3,8,2,6,11,2,9,33,,0,33
180902021505,Carson Slough,13,10,3,7,2,5,9,1,8,30,,0,29
180902021601,Greenwater Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902021602,180902021602,0,0,0,0,0,0,0,0,0,31,,0,0
180902021603,Bat Mountain-Amargosa River,0,0,0,0,0,0,0,0,0,30,,0,0
180902021604,Eagle Mountain,0,0,0,0,0,0,1,0,1,33,,0,1
180902021605,Deadman Pass,0,0,0,0,0,0,0,0,0,31,,0,0
180902021606,180902021606-Amargosa River,0,0,0,0,0,0,1,0,1,32,,0,1
180902021701,Epaulet Peak,0,0,0,0,0,0,0,0,0,31,,0,0
180902021702,Miller Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902021703,Salsberry Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902021704,Sheephead Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902021801,180902021801,0,0,0,0,0,0,0,0,0,30,,0,0
180902021802,Twelvemile Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902021803,180902021803,0,0,0,0,0,0,0,0,0,33,,0,0
180902021804,Resting Spring,0,0,0,0,0,0,0,0,0,33,,0,0
180902021901,180902021901,0,0,0,0,0,0,0,0,0,33,,0,0
180902021902,180902021902,0,0,0,0,0,0,1,1,0,34,,0,1
180902021903,180902021903,0,0,0,0,0,0,1,1,0,34,,0,1
180902021904,Tule Spring,0,0,0,0,0,0,2,1,1,33,,0,2
180902021905,China Ranch Wash,0,0,0,1,1,0,1,1,0,34,,0,2
180902022001,Brown Peak-Amargosa River,0,0,0,0,0,0,0,0,0,33,,0,0
180902022002,180902022002-Amargosa River,0,0,0,0,0,0,0,0,0,31,,0,0
180902022003,Shoshone Spring-Amargosa River,1,1,0,1,0,1,2,0,2,31,,0,4
180902022004,Tecopa Hot Springs,0,0,0,1,1,0,2,0,2,30,,0,3
180902022005,Tecopa Wash-Amargosa River,0,0,0,1,1,0,0,0,0,32,,0,1
180902030101,Upper Oriental Wash,0,0,0,0,0,0,0,0,0,24,,0,0
180902030102,Tule Canyon,0,0,0,0,0,0,1,0,1,29,,0,1
180902030103,Cottonwood Creek-Death Valley Wash,0,0,0,0,0,0,0,0,0,29,,0,0
180902030104,Last Chance Canyon,0,0,0,0,0,0,1,0,1,31,,0,1
180902030105,Lower Oriental Wash,0,0,0,0,0,0,0,0,0,29,,0,0
180902030106,Little Sand Spring-Death Valley Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902030107,180902030107,0,0,0,0,0,0,0,0,0,31,,0,0
180902030108,180902030108,0,0,0,0,0,0,0,0,0,30,,0,0
180902030109,180902030109-Death Valley Wash,0,0,0,0,0,0,1,0,1,30,,0,1
180902030201,Tin Mountain,0,0,0,0,0,0,3,0,3,30,,0,3
180902030202,Little Hebe Crater,0,0,0,0,0,0,0,0,0,30,,0,0
180902030203,Bonnie Claire Lake,0,0,0,0,0,0,1,1,0,30,,0,1
180902030204,180902030204,0,0,0,0,0,0,0,0,0,27,,0,0
180902030205,Bonnie Claire Flat,0,0,0,0,0,0,0,0,0,30,,0,0
180902030206,Little Grapevine Creek,4,4,0,0,0,0,0,0,0,30,,0,4
180902030207,Ubehebe Crater-Death Valley Wash,4,4,0,0,0,0,0,0,0,30,,0,4
180902030208,Grapevine Canyon,1,1,0,0,0,0,0,0,0,30,,0,1
180902030209,180902030209,0,0,0,0,0,0,0,0,0,30,,0,0
180902030210,Mesquite Spring-Death Valley Wash,1,0,1,1,0,1,1,0,1,30,,0,3
180902030301,Sand Flat,0,0,0,0,0,0,0,0,0,30,,0,0
180902030302,Cottonwood Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030303,Upper Marble Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030304,Lower Marble Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030401,Jayhawker Canyon,0,0,0,0,0,0,1,0,1,30,,0,1
180902030402,Emigrant Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030403,Telephone Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030404,Lemoigne Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030405,Mosaic Canyon-Emigrant Wash,0,0,0,0,0,0,1,0,1,30,,0,1
180902030501,Grapevine Peak,0,0,0,0,0,0,1,0,1,30,,0,1
180902030502,Red Wall Canyon,0,0,0,0,0,0,2,0,2,30,,0,2
180902030503,Titus Canyon,0,0,0,0,0,0,4,0,4,30,,0,4
180902030504,Fall Canyon,0,0,0,0,0,0,4,0,4,30,,0,4
180902030505,Midway Well,0,0,0,0,0,0,0,0,0,30,,0,0
180902030601,Bighorn Gorge,0,0,0,0,0,0,2,0,2,30,,0,2
180902030602,180902030602-Death Valley Wash,0,0,0,0,0,0,0,0,0,30,,0,0
180902030603,Dry Bone Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030604,180902030604,0,0,0,0,0,0,0,0,0,30,,0,0
180902030605,Niter Beds,0,0,0,0,0,0,0,0,0,30,,0,0
180902030606,180902030606,0,0,0,0,0,0,0,0,0,30,,0,0
180902030607,Grotto Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030701,Upper Furnace Creek Wash,0,0,0,0,0,0,0,0,0,32,,0,0
180902030702,Navel Spring,0,0,0,0,0,0,0,0,0,30,,0,0
180902030703,Schwaub Peak,0,0,0,0,0,0,2,0,2,29,,0,2
180902030704,Middle Furnace Creek Wash,0,0,0,0,0,0,0,0,0,32,,0,0
180902030705,Echo Canyon,5,4,1,1,0,1,2,0,2,29,,0,8
180902030706,Lower Furnace Creek Wash,5,4,1,1,0,1,4,0,4,29,,0,10
180902030801,Titanothere Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902030802,Boundary Canyon,0,0,0,0,0,0,0,0,0,29,,0,0
180902030803,Mud Canyon-Salt Creek,0,0,0,0,0,0,0,0,0,30,,0,0
180902030804,Monarch Canyon,0,0,0,0,0,0,0,0,0,29,,0,0
180902030805,Tucki Mountain,0,0,0,0,0,0,0,0,0,30,,0,0
180902030806,Indain Pass,0,0,0,0,0,0,1,0,1,29,,0,1
180902030807,Tucki Wash,0,0,0,0,0,0,0,0,0,30,,0,0
180902030808,180902030808,0,0,0,0,0,0,0,0,0,30,,0,0
180902030809,Cottonball Marsh-Salt Creek,3,3,0,1,0,1,1,0,1,30,,0,5
180902030901,Blackwater Wash,0,0,0,0,0,0,2,0,2,30,,0,2
180902030902,Gower Gulch-Salt Creek,0,0,0,0,0,0,2,0,2,29,,0,2
180902030903,Trail Canyon,0,0,0,0,0,0,2,0,2,31,,0,2
180902030904,Devils Golf Course-Salt Creek,0,0,0,0,0,0,3,0,3,31,,0,3
180902030905,180902030905-Salt Creek,0,0,0,0,0,0,0,0,0,32,,0,0
180902031001,Red Pass Lake,0,0,0,0,0,0,0,0,0,32,,0,0
180902031002,Four Corners,0,0,0,0,0,0,0,0,0,32,,0,0
180902031003,180902031003,0,0,0,0,0,0,0,0,0,32,,0,0
180902031004,180902031004,0,0,0,0,0,0,0,0,0,31,,0,0
180902031005,No Name Lake,0,0,0,0,0,0,0,0,0,32,,0,0
180902031006,180902031006,0,0,0,0,0,0,0,0,0,32,,0,0
180902031007,180902031007,0,0,0,0,0,0,0,0,0,32,,0,0
180902031008,Red Pass-Salt Creek,0,0,0,0,0,0,0,0,0,32,,0,0
180902031101,Ord Tank,0,0,0,0,0,0,1,0,1,31,,0,1
180902031102,Piute Valley,0,0,0,0,0,0,2,1,1,33,,0,2
180902031103,Rock Tank,0,0,0,0,0,0,1,1,0,31,,0,1
180902031104,Pachalka Spring-Kingston Wash,0,0,0,0,0,0,2,1,1,32,,0,2
180902031105,Halloran Summit,0,0,0,0,0,0,1,1,0,31,,0,1
180902031106,Francis Spring,0,0,0,0,0,0,1,1,0,33,,0,1
180902031107,180902031007-Kingston Wash,0,0,0,0,0,0,1,1,0,32,,0,1
180902031108,Curtis Canyon-Kingston Wash,0,0,0,0,0,0,2,1,1,33,,0,2
180902031201,180902031201-Kingston Wash,0,0,0,0,0,0,1,1,0,34,,0,1
180902031202,Shadow Mountain,0,0,0,0,0,0,1,1,0,34,,0,1
180902031203,180902031203,0,0,0,0,0,0,0,0,0,34,,0,0
180902031204,180902031204,0,0,0,0,0,0,0,0,0,34,,0,0
180902031205,180902031205,0,0,0,0,0,0,0,0,0,34,,0,0
180902031206,Kingston Spring-Kingston Wash,0,0,0,0,0,0,0,0,0,34,,0,0
180902031301,Rabbit Holes Spring,0,0,0,0,0,0,0,0,0,34,,0,0
180902031302,Valjean Hills,0,0,0,0,0,0,0,0,0,34,,0,0
180902031303,Dumont Hills,0,0,0,0,0,0,0,0,0,34,,0,0
180902031401,Riggs Wash,0,0,0,0,0,0,0,0,0,32,,0,0
180902031402,Dry Lake-Salt Creek,0,0,0,0,0,0,0,0,0,32,,0,0
180902031403,180902031403,0,0,0,0,0,0,0,0,0,32,,0,0
180902031404,Squaw Mountain,0,0,0,0,0,0,0,0,0,32,,0,0
180902031405,Silurian Lake-Salt Creek,0,0,0,0,0,0,0,0,0,32,,0,0
180902031406,180902031406-Salt Creek,0,0,0,0,0,0,0,0,0,33,,0,0
180902031407,Amargosa Spring-Salt Creek,0,0,0,0,0,0,0,0,0,34,,0,0
180902031501,Dumont Dunes-Amargosa River,0,0,0,0,0,0,1,1,0,31,,0,1
180902031502,Saddle Peak Hills,0,0,0,0,0,0,0,0,0,31,,0,0
180902031503,Sheep Creek Spring-Amargosa River,0,0,0,0,0,0,0,0,0,32,,0,0
180902031601,Leach Spring,0,0,0,0,0,0,0,0,0,32,,0,0
180902031602,Drinkwater Lake,0,0,0,0,0,0,0,0,0,32,,0,0
180902031603,Two Springs,0,0,0,0,0,0,0,0,0,32,,0,0
180902031604,Desert King Spring-Leach Lake,0,0,0,0,0,0,0,0,0,32,,0,0
180902031701,Cottonwood Spring,0,0,0,0,0,0,0,0,0,32,,0,0
180902031702,Saratoga Spring,1,1,0,0,0,0,0,0,0,31,,0,1
180902031703,Buckwheat Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902031704,Owl Hole Springs,0,0,0,0,0,0,0,0,0,32,,0,0
180902031705,180902031705,0,0,0,0,0,0,0,0,0,31,,0,0
180902031706,Denning Spring-Amargosa River,0,0,0,0,0,0,0,0,0,32,,0,0
180902031801,Lost Lake,0,0,0,0,0,0,0,0,0,31,,0,0
180902031802,Quail Spring,0,0,0,0,0,0,0,0,0,32,,0,0
180902031803,180902031803-Frontal Owl Lake,0,0,0,0,0,0,0,0,0,32,,0,0
180902031804,Owl Lake,0,0,0,0,0,0,0,0,0,32,,0,0
180902031901,Hidden Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902031902,Headwaters Wingate Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902031903,180902032003,0,0,0,0,0,0,0,0,0,32,,0,0
180902031904,Upper Wingate Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902031905,Middle Wingate Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902031906,Lower Wingate Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902032001,Rhodes Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902032002,Confidence Wash-Amargosa River,0,0,0,0,0,0,0,0,0,31,,0,0
180902032003,Jubilee Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902032004,Contact Canyon-Amargosa River,0,0,0,0,0,0,0,0,0,31,,0,0
180902032005,Scottys Canyon-Amargosa River,0,0,0,0,0,0,0,0,0,31,,0,0
180902032101,Butte Valley,0,0,0,0,0,0,0,0,0,32,,0,0
180902032102,Upper Anvil Spring Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032103,Sugarloaf Peak,0,0,0,0,0,0,0,0,0,31,,0,0
180902032104,Lower Anvil Spring Canyon,0,0,0,0,0,0,0,0,0,31,,0,0
180902032201,Upper Warm Spring Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032202,Lower Warm Spring Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032203,Six Spring Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032204,Willow Creek,0,0,0,0,0,0,0,0,0,32,,0,0
180902032205,Johnson Canyon,0,0,0,0,0,0,2,0,2,32,,0,2
180902032206,Copper Canyon,0,0,0,0,0,0,0,0,0,31,,0,0
180902032207,Sheep Canyon,0,0,0,0,0,0,0,0,0,31,,0,0
180902032208,Starvation Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032209,180902032209,0,0,0,0,0,0,0,0,0,32,,0,0
180902032210,Hanaupah Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032211,Death Valley Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902032212,Coffin Canyon-Amargosa River,1,1,0,0,0,0,0,0,0,32,,0,1
180902040101,Upper Santa Rosa Wash,0,0,0,0,0,0,0,0,0,30,,0,0
180902040102,Lower Santa Rosa Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902040201,Upper Lee Wash,0,0,0,0,0,0,2,1,1,26,,0,2
180902040202,Lower Lee Wash,0,0,0,0,0,0,0,0,0,30,,0,0
180902040301,Upper Darwin Wash,0,0,0,0,0,0,0,0,0,32,,0,0
180902040302,China Gardens Wash,0,0,0,0,0,0,1,1,0,31,,0,1
180902040303,Indian Gardens Wash,0,0,0,0,0,0,1,0,1,31,,0,1
180902040304,Lucky Jim Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902040305,Middle Darwin Wash,0,0,0,0,0,0,0,0,0,32,,0,0
180902040306,Lower Darwin Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902040401,Mill Canyon,0,0,0,0,0,0,0,0,0,30,,0,0
180902040402,Rainbow Canyon,0,0,0,0,0,0,0,0,0,31,,0,0
180902040403,The Dunes,0,0,0,0,0,0,0,0,0,31,,0,0
180902040404,Dolomite Canyon,0,0,0,0,0,0,1,0,1,30,,0,1
180902040405,Lake Hill-Panamint Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902040406,Nova Canyon-Panamint Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902040407,Osborne Canyon-Panamint Valley,0,0,0,0,0,0,1,0,1,31,,0,1
180902040501,Mesquite Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902040502,180902040502,0,0,0,0,0,0,0,0,0,31,,0,0
180902040601,Seep Spring-Pilot Knob Valley,0,0,0,0,0,0,2,0,2,31,,0,2
180902040602,Lead Pipe Spring-Pilot Knob Valley,0,0,0,0,0,0,2,1,1,31,,0,2
180902040603,Moonshine Spring-Pilot Knob Valley,0,0,0,0,0,0,2,1,1,31,,0,2
180902040604,180902040604-Pilot Knob Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902040701,180902040701,0,0,0,0,0,0,1,1,0,31,,0,1
180902040702,Myrick Spring,0,0,0,0,0,0,0,0,0,31,,0,0
180902040703,180902040703,0,0,0,0,0,0,0,0,0,31,,0,0
180902040801,Lone Willow Spring-Panamint Valley,0,0,0,0,0,0,1,1,0,31,,0,1
180902040802,Wingate Pass,0,0,0,0,0,0,0,0,0,31,,0,0
180902040803,Layton Pass-Panamint Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902040804,Goler Canyon-Panamint Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902040805,Fish Canyon-Panamint Valley,0,0,0,0,0,0,0,0,0,32,,0,0
180902040901,White Sage Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902040902,Upper Wildrose Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902040903,Lower Wildrose Wash,0,0,0,0,0,0,0,0,0,31,,0,0
180902041001,Jail Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902041002,Hall Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902041003,Warm Sulphur Springs,0,0,0,0,0,0,0,0,0,31,,0,0
180902041101,Snow Canyon-Panamint Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902041102,Revenue Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902041103,Wood Canyon-Panamint Valley,0,0,0,0,0,0,0,0,0,31,,0,0
180902041104,Bendire Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902041105,Surprise Canyon,0,0,0,0,0,0,1,0,1,32,,0,1
180902041106,Happy Canyon,0,0,0,0,0,0,0,0,0,32,,0,0
180902041107,Shepherd Canyon-Panamint Valley,0,0,0,1,1,0,0,0,0,32,,0,1
180902041201,Etcharren Valley,0,0,0,1,1,0,0,0,0,32,,0,1
180902041202,Water Canyon,0,0,0,1,1,0,0,0,0,32,,0,1
180902041203,180902041203,0,0,0,0,0,0,0,0,0,32,,0,0
180902041204,Pleasant Canyon-Panamint Valley,0,0,0,0,0,0,0,0,0,32,,0,0
180902041205,Big Horn Canyon-Panamint Valley,0,0,0,0,0,0,1,1,0,32,,0,1
180902050101,Dead End Canyon,0,0,0,0,0,0,1,1,0,33,,0,1
180902050102,Devils Kitchen,0,0,0,0,0,0,1,1,0,33,,0,1
180902050103,Coso Wash,0,0,0,0,0,0,1,1,0,33,,0,1
180902050201,Petroglyph Canyon,0,0,0,0,0,0,0,0,0,33,,0,0
180902050202,180902050202,0,0,0,0,0,0,0,0,0,33,,0,0
180902050203,Renegade Canyon,0,0,0,0,0,0,1,1,0,33,,0,1
180902050204,180902050204-Airport Lake,0,0,0,0,0,0,0,0,0,33,,0,0
180902050205,Black Canyon-Airport Lake,0,0,0,0,0,0,0,0,0,33,,0,0
180902050301,Upper Cactus Flat,0,0,0,0,0,0,1,1,0,32,,0,1
180902050302,Cactus Peak,0,0,0,0,0,0,0,0,0,32,,0,0
180902050303,Portuguese Canyon,1,1,0,1,1,0,2,2,0,33,,0,4
180902050304,Haiwee Creek,1,1,0,1,1,0,2,2,0,33,,0,4
180902050305,Fine Canyon-Rose Valley,0,0,0,0,0,0,1,1,0,33,,0,1
180902050401,Bird Spring Canyon,0,0,0,0,0,0,1,1,0,31,,0,1
180902050402,Upper Little Dixie Wash,0,0,0,0,0,0,1,1,0,31,,0,1
180902050403,Sage Canyon,0,0,0,0,0,0,1,1,0,32,,0,1
180902050404,Middle Little Dixie Wash,0,0,0,0,0,0,1,1,0,32,,0,1
180902050405,Freeman Gulch,0,0,0,0,0,0,3,1,2,32,,0,3
180902050406,Lower Little Dixie Wash,0,0,0,0,0,0,2,2,0,32,,0,2
180902050501,Ninemile Canyon,0,0,0,1,1,0,2,2,0,33,,0,3
180902050502,Little Lake,1,1,0,0,0,0,1,0,1,33,,0,2
180902050503,Volcano Peak,0,0,0,0,0,0,0,0,0,33,,0,0
